"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N.J[2,4]",27.2440444444444,19.2083846437448,2,13,23,38,73,1.00669671326713,600
"N.J[3,4]",52.5924,21.1492812512466,19,37,50,65,101,1.02250458367927,170
"N.J[4,4]",44.9518222222222,20.3860599067406,13,30,42,57,92,1.01845628871745,200
"N.J[5,4]",267.789866666667,62.2553388042824,163,224,262,305,404,1.0757697978077,55
"N.J[6,4]",626.202044444444,112.708175911436,430,546,619,697,871,1.13657516448238,34
"N.J[7,4]",576.779288888889,107.967916431915,392,502,568,642,818,1.12372150623748,37
"N.J[8,4]",323.5432,67.6564170892158,209,275,317,365,472,1.10799310266465,40
"N.J[9,4]",3064.5516,449.10443219483,2270.47494508388,2755,3036,3321,4108.52496965127,1.22822769763931,23
"N.J[10,4]",2672.36466666667,385.070132251069,1997,2401,2649,2909,3552.5249649014,1.25213797501076,21
"N.J[11,4]",3958.43168888889,564.635791740841,2967,3563,3927,4289,5249.5249762477,1.27440759993933,20
"N.J[12,4]",560.744177777778,105.435851841802,380,486,552,624,795,1.14972939198723,31
"N.J[13,4]",210.142977777778,48.4561955875291,128,176,206,239,318,1.09597690511291,44
"N.J[14,4]",3155.34777777778,455.386489454284,2347,2840,3129,3424,4203,1.23440917939414,22
"N.J[15,4]",3465.92764444444,495.156781386498,2584,3121,3439.49996365751,3759,4601,1.26418986932753,20
"N.J[16,4]",3016.10195555556,435.782927964741,2251,2713,2989,3277,4011.52496891742,1.25103352006788,21
"N.J[17,4]",4126.56568888889,585.554833503134,3100,3716,4090,4476,5472,1.26526688879968,20
"N.J[18,4]",779.960488888889,143.893402085755,533,683,768,862,1114.52488812163,1.14139408884128,33
"N.J[19,4]",3435.07595555556,485.214572483066,2586,3091,3407,3724,4547,1.24946531907098,21
"N.J[20,4]",2674.2396,389.201897644884,1983,2402,2649,2911,3539,1.25706155568251,21
"N.J[21,4]",254.015155555556,59.1419601386376,155,211,248,290,385,1.06740208586276,61
"N.J[1,5]",204.626844444444,54.5277920029191,111,167,200,237,325,1.05947026175216,68
"N.J[2,5]",51.4207111111111,24.306511569378,12,34,49,66,107,1.01181077839925,320
"N.J[3,5]",17.2223555555556,13.668281818516,1,7,14,24,52,1.00403440025314,1100
"N.J[4,5]",21.3008888888889,13.537986489546,4,11,18,28,55,1.00641374827857,640
"N.J[5,5]",555.046488888889,98.7619754314862,386,486,547,617,771.524838381255,1.17407430153152,27
"N.J[6,5]",786.235644444444,142.613215086942,546,687,773,870,1115,1.12782989242906,36
"N.J[7,5]",726.181377777778,126.749795232424,506,637,716,804,1004,1.17389792680085,28
"N.J[8,5]",293.474311111111,65.7550531658008,180,247,288,334,436,1.08953856412685,47
"N.J[9,5]",2975.65391111111,434.37319674215,2210,2672,2945,3231,3985,1.2353855198385,22
"N.J[10,5]",2871.60608888889,416.471785386282,2124,2585,2850,3112,3822,1.23512141172363,22
"N.J[11,5]",3356.39142222222,477.603772324011,2507,3027,3326,3641,4446.09955127866,1.24951024956869,21
"N.J[12,5]",635.723866666667,111.935303317135,442,557,626,705,882,1.13687431939718,34
"N.J[13,5]",72.4603555555556,30.1318846020662,25,51,69,90,143,1.01609283687623,230
"N.J[14,5]",3457.56817777778,498.04612978508,2571,3120,3422,3738,4632,1.24679686139968,22
"N.J[15,5]",3529.94333333333,508.495241457494,2627.47495254535,3178.74997050418,3502,3828,4711.52497353545,1.25367059797979,21
"N.J[16,5]",3459.41342222222,494.812423614851,2582.47495171845,3114,3428,3749,4593,1.24770774785823,21
"N.J[17,5]",4362.7712,612.204754085085,3275.47496193339,3927,4327,4736,5760,1.26762820198108,20
"N.J[18,5]",753.915777777778,138.360996939064,518,659,741,836,1069,1.13158502101118,36
"N.J[19,5]",3635.07226666667,528.008960107322,2704,3277,3600,3929,4897.52497454053,1.23453218143181,22
"N.J[20,5]",2505.07488888889,371.742377174014,1843,2251.74995835955,2480,2722,3368.52496298417,1.23942852134853,22
"N.J[21,5]",287.369288888889,65.969430140646,174,241,282,327,433,1.07507887075404,55
