"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"WMD.HR.J.SS[19,13]",0.134340669550944,0.00998271801994322,0.112113186956085,0.127028660268924,0.134269810977907,0.142635854657757,0.150396172572187,1.64051378336772,10
"WMD.HR.J.SS[20,13]",0.169540687308981,0.00927630581496484,0.153152300401766,0.162553645948785,0.169186014568476,0.176115407444797,0.188358596124966,1.53786180805174,10
"WMD.HR.J.SS[21,13]",0.166583058832406,0.00973915162526855,0.147916571705137,0.160439628917107,0.16676328141648,0.171903083894106,0.187270316889093,2.04552636820323,8
"WMD.HR.J.SS[22,13]",0.158884853010316,0.00898215034194019,0.145205527624143,0.151822800442376,0.157379538760801,0.164611577486736,0.177897540282116,1.76795325119535,9
"WMD.HR.J.SS[23,13]",0.132506455521231,0.00846608808741515,0.116030255514876,0.125841046202781,0.132192923629155,0.138868399194784,0.149106022104145,1.17662884505792,25
"WMD.HR.J.SS[24,13]",0.137993330993557,0.00742665775003953,0.126127316327392,0.131590884525197,0.137762418247003,0.14341537348047,0.152789382902231,1.19892575094528,21
"WMD.HR.J.SS[25,13]",0.182888250096039,0.0148321466629808,0.160445800821967,0.171328753410504,0.180394361703689,0.193245538228787,0.215033357894133,1.48117973246555,12
"WMD.HR.J.SS[1,14]",0.1793874673042,0.0100569299657412,0.161304350033593,0.172542145519943,0.179168110175756,0.184971769874824,0.203714203767317,1.4924053898499,11
"WMD.HR.J.SS[2,14]",0.170788031442657,0.00906049833465542,0.154614227356979,0.163879799191439,0.170148140456372,0.178188418547856,0.188074267197841,1.43166150360014,12
"WMD.HR.J.SS[3,14]",0.176795164071548,0.0108925036027898,0.15735864774402,0.169304787332157,0.175532380150192,0.18349436353654,0.200375727450293,1.36322370314351,14
"WMD.HR.J.SS[4,14]",0.181233046044054,0.00967708292476054,0.164158989185239,0.174247126625384,0.180260262898639,0.187954326755043,0.200836941838493,1.2989855161816,16
"WMD.HR.J.SS[5,14]",0.18707269742473,0.0112253227113023,0.168789061855907,0.178493321997101,0.185986239320881,0.194574016544624,0.211152797777445,1.42727893091612,12
"WMD.HR.J.SS[6,14]",0.16943775834274,0.00963914692150025,0.151689689910399,0.162300454375738,0.169413833000126,0.175217771498834,0.189992066824316,1.67958659644372,9
"WMD.HR.J.SS[7,14]",0.161725283720281,0.010536060422072,0.140261283063588,0.155287247413078,0.16150375334382,0.166955080947175,0.188086202547538,1.54722864543155,10
"WMD.HR.J.SS[8,14]",0.170940242369872,0.00811368712305382,0.15635541721129,0.165317324762523,0.170472104356452,0.176190166311746,0.188018132131336,1.12823125898762,34
"WMD.HR.J.SS[9,14]",0.182075914047165,0.00918839576872609,0.164955833535369,0.17501300206613,0.181596606033254,0.190101292609112,0.198250387139412,1.42212941972298,12
"WMD.HR.J.SS[10,14]",0.183026411412381,0.0101636774146994,0.166607398682052,0.175583530216656,0.181678566463271,0.188606563710268,0.205964403355003,1.74975574188889,9
