"","Trial","WMD","Age","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"102",3,2,"A",13.1654,9.09780000000001,4.2038,-5.75579999999999,2.6454,13.2004,14.4404,7.3262,-2.6992,-0.142800000000001,-0.728999999999999,5.37,11.0926,NA,NA,NA,NA,NA
"103",3,3,"A",25.5692,7.5438,2.96539999999999,5.934,-7.64920000000001,12.5928,-20.1822,-13.0704,-5.6212,11.0886,5.7088,7.2218,13.0448,NA,NA,NA,NA,NA
"104",3,4,"A",15.3578,-3.2246,1.9288,2.8308,4.5682,-10.6632,3.7894,-13.4276,3.2498,-5.9364,0.2928,1.6882,1.8582,NA,NA,NA,NA,NA
"105",3,5,"A",42.5174,-22.581,-25.1598,-16.9148,14.5572,12.7824,4.43119999999999,2.64320000000001,0.739200000000011,-11.5754,12.145,21.0578,-5.6996,NA,NA,NA,NA,NA
"106",3,6,"A",9.97880000000001,-19.6244,-4.83320000000001,1.56100000000001,3.4614,-1.3062,-7.1644,14.2006,-2.8364,-2.9274,0.520600000000002,9.6568,-2.9694,NA,NA,NA,NA,NA
"107",3,7,"A",3.84299999999999,26.3468,35.1906,11.9074,-14.6226,-13.4834,1.96340000000001,-37.546,-24.9182,-2.41079999999999,12.049,2.52119999999999,-20.3724,NA,NA,NA,NA,NA
"108",3,8,"A",-160.9112,-48.7261999999999,-53.1318,-91.931,-230.2882,-133.7686,-177.973,-149.0622,-106.868,-117.4638,-156.604,-194.8426,-163.5466,NA,NA,NA,NA,NA
"109",3,9,"A",9.37899999999999,-38.5154,-6.714,9.90440000000001,-26.4308,-1.37360000000001,-28.2332,-20.0624,-16.3694,-11.7392,10.967,-2.1464,-37.1082,NA,NA,NA,NA,NA
"110",3,10,"A",-32.101,-20.5198,-28.6364,-15.1086,-2.56020000000001,-29.9164,-37.5944,-29.3902,-30.5868,-14.249,-7.33840000000001,-11.9986,2.11420000000001,NA,NA,NA,NA,NA
"111",3,11,"A",15.3658,-1.46700000000001,-0.719799999999992,3.11620000000001,12.4444,17.6082,10.6904,11.0696,8.6492,0.456400000000002,-5.2662,-4.1914,9.4132,NA,NA,NA,NA,NA
"112",3,12,"A",10.5678,1.49120000000005,-2.57899999999995,-43.0974,-37.0986,-17.8142,-60.4417999999999,-52.5886,-2.72940000000006,-25.7476,-8.32339999999999,-32.107,-48.7154,NA,NA,NA,NA,NA
"113",3,13,"A",-210.3414,-215.7738,-331.6776,-285.2308,-286.9412,-273.9104,-237.0186,-360.8888,-289.4056,-185.4026,-271.5852,-313.2412,-254.7982,NA,NA,NA,NA,NA
"114",3,14,"A",-89.8128,-67.5252,-74.1646,-102.9582,-89.8068,-117.6188,-134.2924,-66.554,-101.3738,-160.6704,-108.579,-162.1224,-100.6232,NA,NA,NA,NA,NA
"115",3,15,"A",-333.5512,-279.3296,-192.8448,-141.4434,-259.849,-319.2416,-318.6098,-249.9534,-240.9518,-261.0862,-320.4562,-454.6696,-503.8044,NA,NA,NA,NA,NA
"116",3,16,"A",-7.22519999999997,85.3148,49.7386,46.1523999999999,35.6666,23.1867999999999,36.718,15.1982,-57.2562,0.0979999999999563,22.784,-22.2812,-43.3564,NA,NA,NA,NA,NA
"117",3,17,"A",16.4928,23.7356,19.73,25.922,-4.03379999999999,0.605999999999995,21.3012,4.4196,-6.98520000000002,-22.0748,-11.1082,-1.25639999999999,-5.4348,NA,NA,NA,NA,NA
"118",3,18,"A",-15.1646,-12.5706,-15.6476,-19.9594,-10.235,11.5238,-3.3064,3.006,12.375,15.312,11.2732,2.964,0.625599999999999,NA,NA,NA,NA,NA
"119",3,19,"A",-33.4056,-33.2154,9.75440000000003,-22.3124,7.58500000000004,38.1374,39.2726,-42.4974,-6.63639999999998,19.1274,51.115,10.9448,-3.76760000000002,NA,NA,NA,NA,NA
"120",3,20,"A",-29.585,29.8482,30.4482,-24.5872000000001,-4.91039999999998,-18.7876,-16.3568,-1.79160000000002,-29.1856,18.6986,15.714,-45.9346,-3.96019999999999,NA,NA,NA,NA,NA
"121",3,21,"A",11.21,2.33859999999999,43.1968,13.6154,39.8262,47.7574,6.68459999999999,43.5364,32.5622,44.805,11.3576,-4.29900000000001,-0.63239999999999,NA,NA,NA,NA,NA
"122",3,22,"A",-35.1762,8.27319999999997,18.6064,2.61880000000002,-13.7212,-25.8728,-16.8416,-14.2224,-4.50740000000002,7.32479999999998,28.0698,24.8386,-6.80680000000001,NA,NA,NA,NA,NA
"123",3,23,"A",11.1278,-5.1062,11.4644,-12.181,-9.0368,-16.531,-9.7598,-5.156,-1.9326,-8.991,-4.0754,2.3918,-0.984400000000001,NA,NA,NA,NA,NA
"124",3,24,"A",45.5734,30.1918,47.215,37.654,37.964,15.7722,23.1146,9.02160000000001,15.9408,19.136,6.1216,16.2528,7.8196,NA,NA,NA,NA,NA
"125",3,25,"A",14.6608,29.3612,36.748,13.4972,23.2736,8.5506,5.2736,11.6812,16.3148,5.8092,-3.358,17.3978,2.6882,NA,NA,NA,NA,NA
"126",3,1,"J",0.386199999999974,71.819,46.15,16.5544,18.5822,15.1564,17.5776,-4.0776,6.765,19.9074,-0.260399999999997,-6.0436,9.9816,NA,NA,NA,NA,NA
"127",3,2,"J",27.5242,32.9124,28.6086,23.0356,22.1148,29.9346,32.2684,-6.65520000000001,2.89660000000001,10.901,30.0214,41.5706,-2.41800000000001,NA,NA,NA,NA,NA
"128",3,3,"J",-55.2946,-4.43880000000001,-9.2534,26.7636,48.3968,-46.5562,-7.91199999999998,4.42840000000001,100.459,7.9288,-19.329,5.6022,31.4426,NA,NA,NA,NA,NA
"129",3,4,"J",-15.6564,52.9876,22.9188,18.5146,-8.28380000000001,50.0184,-1.7256,35.3244,-7.2066,22.8828,10.9708,26.1136,-20.5998,NA,NA,NA,NA,NA
"130",3,5,"J",0.872600000000034,12.9712,20.4202,113.671,93.6704,33.2306,4.51280000000003,-14.5486,-25.3666,67.7426,128.7776,8.0908,57.5832,NA,NA,NA,NA,NA
"131",3,6,"J",-35.1612,38.949,28.4816,-2.0376,18.9404,9.43440000000001,59.5562,-21.587,30.6124,26.4532,28.5834,-3.819,-16.5476,NA,NA,NA,NA,NA
"132",3,7,"J",38.3612,65.9836,-71.7758,1.44220000000001,-74.1182,12.5688,-148.115,-74.1782,-34.9412,26.4476,-31.4252,-137.7226,-36.7522,NA,NA,NA,NA,NA
"133",3,8,"J",-299.22,-275.2594,-462.229,-759.3634,-382.5602,-623.2408,-464.5202,-389.12,-546.933,-656.6938,-705.4892,-589.014,-704.373,NA,NA,NA,NA,NA
"134",3,9,"J",-118.467,-0.489399999999989,-37.586,-148.401,-47.7848,-151.2436,-67.7838,-109.636,-55.0232,7.57459999999998,-54.8152,-113.14,-257.3928,NA,NA,NA,NA,NA
